ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009889,M,Y,Y,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,Managers,1
5009890,M,Y,Y,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-13172,-1195,Managers,1
5009893,F,Y,N,157500,Working,Higher education,Married,House / apartment,-11992,-2351,Private service staff,3
6153791,F,Y,N,157500,Working,Higher education,Married,House / apartment,-11992,-2351,Private service staff,3
5009897,F,Y,Y,90000,State servant,Higher education,Married,House / apartment,-11131,-405,Core staff,4
5009898,F,Y,Y,90000,State servant,Higher education,Married,House / apartment,-11131,-405,Core staff,4
5009899,F,Y,Y,90000,State servant,Higher education,Married,House / apartment,-11131,-405,Core staff,4
5009900,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009903,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009906,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009907,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009908,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009909,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009910,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009911,M,Y,N,202500,Working,Secondary / secondary special,Married,House / apartment,-19120,-3661,Drivers,2
5009914,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009915,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009916,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009917,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009918,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009919,F,N,Y,99000,Commercial associate,Higher education,Married,House / apartment,-12752,-433,Accountants,4
5009922,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009923,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009924,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009925,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009927,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009928,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009929,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009930,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009931,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009932,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
6153619,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
6153644,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
6153645,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
6153646,M,Y,Y,360000,Working,Higher education,Married,House / apartment,-19958,-7465,Laborers,2
5009934,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009935,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009938,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009939,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009940,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009941,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009942,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009943,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
6153647,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
6153648,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-10710,-2351,Sales staff,4
5009944,F,N,Y,135000,Working,Incomplete higher,Single / not married,House / apartment,-8482,-1501,,1
5009945,F,Y,N,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-12756,365243,,4
5009946,F,Y,Y,90000,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,Cooking staff,4
5009947,F,Y,Y,90000,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,Cooking staff,4
5009949,F,Y,Y,90000,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,Cooking staff,4
5009950,F,Y,Y,90000,State servant,Secondary / secondary special,Married,House / apartment,-12690,-4451,Cooking staff,4
5009951,M,N,Y,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23083,365243,,2
5009952,M,Y,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,,2
5009954,M,Y,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,,2
5009955,M,Y,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,,2
5009957,F,Y,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,,3
5009958,F,Y,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,,3
5009960,F,Y,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,,3
5009961,F,Y,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,,3
6153725,F,Y,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-16613,-3235,,3
5009965,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009966,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009967,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009968,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009969,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009970,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009971,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009978,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009979,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009980,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009981,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009983,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009984,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009985,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009986,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
6153743,F,Y,Y,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,Medicine staff,2
5009988,M,Y,Y,495000,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,,1
5009989,M,Y,Y,495000,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,,1
5009990,M,Y,Y,495000,Pensioner,Higher education,Single / not married,House / apartment,-22867,365243,,1
5009991,M,Y,N,157500,Working,Secondary / secondary special,Married,Office apartment,-14749,-2382,Drivers,4
5009992,M,Y,N,157500,Working,Secondary / secondary special,Married,Office apartment,-14749,-2382,Drivers,4
5009993,F,N,Y,135000,Working,Incomplete higher,Married,House / apartment,-16839,-3692,Managers,2
5009994,M,Y,Y,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,Managers,3
5009995,M,Y,Y,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,Managers,3
5009996,M,Y,Y,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,Managers,3
5009997,M,Y,Y,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,Managers,3
5009998,M,Y,Y,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13940,-617,Managers,3
5009999,F,Y,N,157500,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,Accountants,3
5010000,F,Y,N,157500,Working,Secondary / secondary special,Married,House / apartment,-12330,-2809,Accountants,3
5010001,F,N,Y,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,Core staff,4
5010002,F,N,Y,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,Core staff,4
5010003,F,N,Y,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,Core staff,4
5010004,F,N,Y,157500,State servant,Secondary / secondary special,Married,House / apartment,-12242,-2047,Core staff,4
5010005,M,Y,Y,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,,2
5010006,M,Y,Y,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,,2
6153778,M,Y,Y,157500,Pensioner,Secondary / secondary special,Married,House / apartment,-23322,365243,,2
5010007,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
5010009,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
5010010,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
5010011,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
5010012,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
6153779,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
6153780,F,N,Y,112500,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,Secretaries,3
5010015,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
5010016,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
5010017,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
5010018,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
5010019,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
6153781,F,Y,Y,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12896,-709,,2
5010020,F,N,N,99000,Commercial associate,Higher education,Single / not married,With parents,-10833,-2504,,1
5010021,F,N,N,99000,Commercial associate,Higher education,Single / not married,With parents,-10833,-2504,,1
5010023,F,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,Laborers,2
5010025,F,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,Laborers,2
5010026,F,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,Laborers,2
5010027,F,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,Laborers,2
5010028,F,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20782,-2321,Laborers,2
5010031,M,Y,Y,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,,2
5010032,M,Y,Y,85500,Pensioner,Secondary / secondary special,Married,House / apartment,-22121,365243,,2
5010036,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
5010037,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
5010038,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
5010039,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
5010040,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
6153814,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
6153815,F,N,Y,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,,2
5010041,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010042,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010043,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010044,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010045,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010046,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010047,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010048,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010049,F,N,Y,67500,Working,Secondary / secondary special,Married,House / apartment,-21889,-8469,Core staff,2
5010052,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
5010053,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
5010055,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
5010056,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
6153595,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
6153596,F,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,Cleaning staff,2
5010057,M,Y,Y,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,Laborers,1
5010058,M,Y,Y,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-16975,-2504,Laborers,1
5010059,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010060,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010061,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010062,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010063,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010064,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010066,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
6153597,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
6153620,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
6153621,F,N,Y,112500,Working,Secondary / secondary special,Married,House / apartment,-16573,-4574,,2
5010067,F,N,Y,360000,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,Core staff,1
5010068,F,N,Y,360000,Working,Secondary / secondary special,Widow,House / apartment,-18388,-7830,Core staff,1
5010070,F,N,Y,279000,State servant,Higher education,Single / not married,House / apartment,-11091,-617,Managers,1
5010072,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,Core staff,2
5010073,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,Core staff,2
5010075,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,Core staff,2
5010076,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,Core staff,2
6153622,F,N,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-16757,-3508,Core staff,2
5010077,M,Y,N,157500,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,Cleaning staff,4
5010078,M,Y,N,157500,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,Cleaning staff,4
5010079,M,Y,N,157500,Working,Secondary / secondary special,Married,Municipal apartment,-12518,-1135,Cleaning staff,4
5010081,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010083,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010084,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010085,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010086,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010087,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5090855,M,N,Y,135000,Working,Secondary / secondary special,Married,House / apartment,-20931,-191,Security staff,2
5010088,F,Y,Y,112500,Working,Incomplete higher,Single / not married,With parents,-8128,-951,Sales staff,1
5010089,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010090,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010091,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010092,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010093,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010094,F,N,N,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10304,-1682,Laborers,2
5010099,F,Y,Y,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,Core staff,4
5010101,F,Y,Y,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,Core staff,4
5010102,F,Y,Y,306000,State servant,Higher education,Married,House / apartment,-13541,-3965,Core staff,4
5010104,F,N,Y,166500,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,,2
5010105,F,N,Y,166500,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,,2
5010106,F,N,Y,166500,Pensioner,Secondary / secondary special,Married,House / apartment,-22578,365243,,2
5010108,F,Y,Y,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,,2
5010109,F,Y,Y,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,,2
5010110,F,Y,Y,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,,2
5010111,F,Y,Y,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,,2
5010112,F,Y,Y,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22118,365243,,2
5010113,F,Y,Y,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,,1
5010114,F,Y,Y,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,,1
5010115,F,Y,Y,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,,1
5010116,F,Y,Y,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,,1
6153663,F,Y,Y,202500,Pensioner,Higher education,Widow,House / apartment,-21269,365243,,1
5010117,F,N,Y,67500,State servant,Secondary / secondary special,Married,Municipal apartment,-15397,-1894,Core staff,3
5010118,M,N,Y,180000,Working,Secondary / secondary special,Single / not married,House / apartment,-8363,-525,,1
5010119,M,Y,Y,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,Managers,2
5010120,M,Y,Y,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,Managers,2
5010121,M,Y,Y,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,Managers,2
5010122,M,Y,Y,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,Managers,2
5010123,M,Y,Y,315000,Working,Secondary / secondary special,Married,House / apartment,-14170,-921,Managers,2
5010124,F,Y,Y,202500,Working,Secondary / secondary special,Married,House / apartment,-14995,-5365,,3
5010126,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010127,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010128,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010129,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010133,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010135,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010136,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010137,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
6153705,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
6153706,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
6153707,F,N,Y,270000,Working,Secondary / secondary special,Married,House / apartment,-12927,-2078,Managers,4
5010138,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010139,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010140,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010141,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010143,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010144,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010145,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010146,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
6153713,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
6153714,M,Y,Y,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-23287,365243,,2
5010147,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010150,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010151,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010152,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010153,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010154,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010156,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5090887,F,Y,Y,157500,Working,Secondary / secondary special,Married,House / apartment,-12500,-5762,Managers,3
5010158,M,Y,Y,202500,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,,2
5010159,M,Y,Y,202500,Commercial associate,Lower secondary,Married,House / apartment,-18614,-7738,,2
5010160,M,Y,Y,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,Security staff,2
5010161,M,Y,Y,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,Security staff,2
5010162,M,Y,Y,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,Security staff,2
5010163,M,Y,Y,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,Security staff,2
5010164,M,Y,Y,252000,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,Security staff,2
5010165,F,N,Y,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,Medicine staff,2
5010166,F,N,Y,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,Medicine staff,2
5010170,F,N,Y,135000,State servant,Secondary / secondary special,Married,House / apartment,-18501,-1866,Medicine staff,2
5010172,F,N,Y,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,Laborers,2
5010173,F,N,Y,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,Laborers,2
6153758,F,N,Y,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21300,-464,Laborers,2
5010174,M,N,Y,90000,Working,Secondary / secondary special,Married,House / apartment,-8824,-739,Laborers,2
5010175,M,Y,Y,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,,4
5010176,M,Y,Y,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,,4
5010177,M,Y,Y,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,,4
5010178,M,Y,Y,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,,4
5010179,M,Y,Y,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18376,-4270,,4
5010182,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010183,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010184,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010185,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010186,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010187,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
6153762,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
6153763,M,N,N,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-16797,-6583,Laborers,2
5010188,F,N,Y,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,Sales staff,2
5010190,F,N,Y,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,Sales staff,2
6153769,F,N,Y,76500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,Sales staff,2
5010192,F,Y,Y,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,,2
5010193,F,Y,Y,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,,2
5010195,M,N,Y,360000,Working,Secondary / secondary special,Married,House / apartment,-18104,-1317,Drivers,2
5010196,F,N,Y,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,,1
5010197,F,N,Y,135000,Pensioner,Higher education,Single / not married,House / apartment,-23200,365243,,1
5010198,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
5010199,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
5010200,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
5010201,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
5010202,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
5010203,M,Y,Y,135000,Working,Lower secondary,Married,With parents,-9981,-1866,Laborers,2
